title,prep_time,cook_time,total_time,ingredients,ingredients with measurement,instructions,calories,servings,images,type_of_meal
Vanilla Hot Chocolate Molten Cookies,{'minutes': '45'},{'minutes': '10'},{'minutes': '55'},"['salted butter', 'semi-sweet chocolate chips', 'large eggs, at room temperature', 'granulated sugar', 'vanilla extract', 'all-purpose flour', 'unsweetened cocoa powder', 'baking soda', 'kosher salt', 'dark or semi-sweet chocolate, chopped', 'flaky sea salt']","{'salted butter': '6', 'semi-sweet chocolate chips': '1 1/2', 'large eggs, at room temperature': '3', 'granulated sugar': '1/2', 'vanilla extract': '2', 'all-purpose flour': '1/2', 'unsweetened cocoa powder': '2', 'baking soda': '1/2', 'kosher salt': '1/2', 'dark or semi-sweet chocolate, chopped': '6', 'flaky sea salt': 'seasoning'}","['1. Preheat the oven to 350° F. Line 2 baking sheets with parchment paper.', '2. In the microwave, melt the butter and chocolate chips together.', ""3. In a mixing bowl, whisk together the eggs and sugar until bubbles form on top, about 2 minute. Add in vanilla and melted chocolate, whisking until the mix looks glossy. Mix in the flour, cocoa powder, baking soda, and salt until just combined.\xa0Fold in the chocolate chunks. Put the bowl in the freezer, let the dough sit for 30 minutes, until it is scoop-able. The batter should be like a thickened fudge. DO NOT skip this step. It's essential to the recipe."", ""4. Line a small baking sheet or plate with parchment paper (anything that fits in your freezer). Using a 1/4 cup measure cookie scoop, scoop the dough into balls and place on the prepared baking sheet. Freeze for 15-30 minutes, until firm. DO NOT skip this step. It's essential to the recipe."", '5. Pull the dough balls out of the freezer. Place on the prepared baking sheet. Space the cookies 2 inches apart. Bake for 8-12 minutes or until the cookies start to set around the edges, the centers should be a little doughy. Let cool on the pan.', '6. Sprinkle with sea salt. Eat warm or let cool and store in an airtight container for up to 4 days.\xa0Hot chocolate with whipped cream is wonderful for dipping (:']",244 kcal,18,https://www.halfbakedharvest.com/wp-content/uploads/2023/11/Vanilla-Hot-Chocolate-Molten-Cookies-1.jpg,dessert
Brown Butter Cinnamon Swirl Snickerdoodle Blondies,{'minutes': '20'},{'minutes': '20'},{'minutes': '40'},"['brown sugar', 'salted butter, at room temperature', 'cinnamon', 'salted butter', 'apple butter or maple', 'brown sugar', 'large egg', 'vanilla extract', 'all-purpose flour', 'baking powder', 'cinnamon', 'nutmeg', 'kosher salt', 'semi-sweet chocolate chips', 'cinnamon sugar']","{'brown sugar': '1', 'salted butter, at room temperature': '4', 'cinnamon': '1', 'salted butter': '1 1/2', 'apple butter or maple': '1/4', 'large egg': '1', 'vanilla extract': '2', 'all-purpose flour': '2 1/3', 'baking powder': '1', 'nutmeg': '1/4', 'kosher salt': '1', 'semi-sweet chocolate chips': '1/2', 'cinnamon sugar': '1/4'}","['1. Preheat the oven to 350° F. Line a 9×13 inch baking dish with parchment paper.', '2. To make the cinnamon swirl. In a bowl, mix the butter, brown sugar, and cinnamon. Line a small baking sheet with parchment. Crumble/tear the cinnamon mix over the baking sheet, creating small chunks. Freeze for 10 minutes, until firm.', '3. To make the snickerdoodles. Add the butter to a skillet set over medium heat. Allow the butter to brown until it smells toasted, about 2-3 minutes. Remove from the heat. Pour the brown butter into a mixing bowl.', '4. To the butter, add the brown sugar, apple butter, egg, and vanilla, Beat until combined. Add the flour, baking powder, cinnamon, nutmeg, and salt. Fold in the chocolate chips and 2/3 rds of the cinnamon chunks.', '5. Spread the dough into the prepared dish. Press the remaining cinnamon chunks into the dough. Sprinkle the cinnamon sugar over. Bake for 20-22 minutes, until the edges are just setting and the center is still doughy. Let cool', '6. Cut into bars, snack, and enjoy!']",217 kcal,24,https://www.halfbakedharvest.com/wp-content/uploads/2023/10/Cinnamon-Swirl-Snickerdoodle-Blondies-1.jpg,dessert
No Fuss Strawberry Cream Pretzel Tart,{'minutes': '15'},{'minutes': '15'},{'hours': '2'},"['mini salted pretzels', 'gingersnap cookies', 'salted butter, melted', 'honey', 'heavy cream', 'lemon zest, plus 1/3 cup lemon juice', 'vanilla extract', 'strawberry or raspberry jam', 'mixed fresh berries']","{'mini salted pretzels': '1', 'gingersnap cookies': '15', 'salted butter, melted': '6', 'honey': '2', 'heavy cream': '3 1/2', 'lemon zest, plus 1/3 cup lemon juice': '2', 'vanilla extract': '2', 'strawberry or raspberry jam': '1', 'mixed fresh berries': '2'}","['1. Preheat the oven to 350° F.', '2. To make the crust. In a food processor, pulse the pretzels and gingersnaps into semi-fine crumbs. Add the butter plus 2 tablespoons honey and pulse until the mixture holds together when pinched and starts to look like dough. Press the dough into an 8 or 9-inch tart pan with a removable bottom to form a flat, even crust. Transfer to the oven and bake until toasted, about 8 minutes.', ""3. Meanwhile, combine the heavy cream, the remaining 1/3 cup honey, and lemon zest in a large pot, bigger than you think you'll need. Set over high heat and bring to a boil. Once boiling, boil 5 minutes and then remove from the heat. Whisk in the lemon juice, vanilla, and a pinch of salt. Let cool 10 minutes."", '4. Carefully pour the lemon cream into the baked crust. Dollop the jam over the cream, then use a knife to very gently swirl the jam through the cream. Cover and chill for 1.5 to 2 hours or until set. Before serving, remove the tart from the pan and top with fresh berries.']",493 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2023/06/No-Fuss-Strawberry-Cream-Pretzel-Tart-2.jpg,dessert
Creamy Strawberry Mango Popsicles,{'minutes': '20'},-,"{'hours': '4', 'minutes': '20'}","['heavy cream or coconut milk', 'strawberry jam', 'fresh or frozen mango chunks']","{'heavy cream or coconut milk': '2 1/4', 'strawberry jam': '1', 'fresh or frozen mango chunks': '2'}","['1. In a blender, blend together 1 1/2 cups milk/cream and the strawberry jam. Evenly divide the mix between 8 popsicle molds or use paper Dixie cups.', '2. Blend the mango chunks with 1/4 cup water or use 1/3 cup mango juice. Add 3/4 cup milk/cream until smooth. Pour the mango blend over the strawberry jam, filling the molds to the top. Use a knife to gently swirl some of the strawberry up into the mango puree. If desired add a few thinly sliced strawberries or raspberries to each mold.', '3. Freeze until firm, 4 hours or overnight. Keep in the freezer until ready to eat!']",253 kcal,8,https://www.halfbakedharvest.com/wp-content/uploads/2023/05/Creamy-Strawberry-Mango-Popsicles-1.jpg,dessert
Christmas Monster Cookies,{'minutes': '20'},{'minutes': '15'},{'minutes': '35'},"['salted butter at room temperature', 'dark brown sugar', 'granulated sugar', 'large eggs, plus 1 egg yolk', 'vanilla extract', 'all-purpose flour', 'baking soda', 'baking powder', 'kosher salt', 'old fashioned oats', 'holiday M&M’s', 'mini pretzel sticks, crushed', 'semi-sweet chocolate chips or chunks', 'white chocolate chips']","{'salted butter at room temperature': '2', 'dark brown sugar': '1', 'granulated sugar': '1/2', 'large eggs, plus 1 egg yolk': '2', 'vanilla extract': '1', 'all-purpose flour': '2', 'baking soda': '2', 'baking powder': '2', 'kosher salt': '1/2', 'old fashioned oats': '2', 'holiday M&M’s': '1 1/4', 'mini pretzel sticks, crushed': '1', 'semi-sweet chocolate chips or chunks': '1', 'white chocolate chips': '1/2'}","['1. Preheat the oven to 350° F. Line a baking sheet with parchment paper.', '2. In a large mixing bowl, beat together the butter, brown sugar, granulated sugar, and vanilla until combined. Beat in the eggs and 1 egg yolk, 1 at a time, until combined. Add the flour, baking soda, baking powder, and salt. Beat in the oats.', ""3. Fold in 1 cup of the M&M's, the pretzels, chocolate chips, and white chocolate."", '4. Roll the dough into 1/4 cup size balls. Place 3 inches apart on the prepared baking sheet.', ""5. Transfer to the oven and bake for 8 minutes, then rotate the pan and bake another 2 minutes. Pull the pan out and push the remaining M&M's into the cookies. Bake 2-3 minutes. Remove from the oven and let the cookies cool on the baking sheet. They will continue to cook slightly as they sit on the baking sheet."", '6. Eat warm (highly recommended) or let cool and store in an airtight container for up to 4 days.']",364 kcal,20,https://www.halfbakedharvest.com/wp-content/uploads/2021/12/Christmas-Monster-Cookies-1-of-10.jpg,dessert
Chocolate Cinnamon Sugar Pull Apart Wreath,{'minutes': '30'},{'minutes': '30'},"{'hours': '2', 'minutes': '30'}","['warm milk', 'active dry yeast', 'honey', 'salted butter, at room temperature', 'large eggs', 'all-purpose flour', 'kosher salt', 'light or dark brown sugar', 'ground cinnamon', 'salted butter, at room temperature', 'mini chocolate chips']","{'warm milk': '3/4', 'active dry yeast': '2 1/4', 'honey': '1', 'salted butter, at room temperature': '1', 'large eggs': '3', 'all-purpose flour': '3 1/2-4', 'kosher salt': '1/2', 'light or dark brown sugar': '1 1/4', 'ground cinnamon': '2', 'mini chocolate chips': '1'}","['1. In the bowl of a stand mixer fitted with the dough hook, combine the milk, yeast, and honey. Let sit 5-10 minutes, until bubbly on top. Add 4 tablespoons butter, eggs, 3 1/2 cups flour, and salt. Using the dough hook, mix until the flour is completely incorporated, about 4-5 minutes. If the dough is still sticky, add the additional 1/2 cup flour, adding more as needed until the dough is smooth to touch.', '2. Cover the bowl with plastic wrap and let sit at room temperature for 1 hour or until doubled in size.', '3. Meanwhile, mix the filling. In a bowl,\xa0combine the brown sugar and cinnamon. Butter a tube pan.', '4. Transfer the dough to a work surface and cut into 4 equal pieces. Working with 1 dough piece at a time, on a lightly floured surface, roll the dough into a large rectangle (roughly 14×10 inches). Spread 2tablespoons butter over the dough, then sprinkle with 1/4 cup cinnamon sugar and 2-4 tablespoons chocolate chips. Gently press the chips into the dough. Cut the dough lengthwise into 3 strips. Cut the strips crosswise into 4 strips each, making 12 squares (see above photo). Stack all 12 dough squares, 1 on top of the other. Repeat with the remaining 3 dough pieces and remaining butter.', '5. Arrange stacks in the buttered tube pan, standing up like little books, allowing gaps between dough pieces (see above photo).', '6. Cover the pan with plastic wrap, and let rise in a warm place until the dough almost reaches the top, about 1 hour. Preheat oven to 350° F. Bake until the bread is golden brown, 30 to 40 minutes. Let stand in the pan 5 minutes, then carefully remove. Serve warm.']",518 kcal,10,https://www.halfbakedharvest.com/wp-content/uploads/2021/11/Chocolate-Cinnamon-Sugar-Pull-Apart-Wreath-1.jpg,dessert
White Chocolate Chai Pumpkin Snickerdoodles,{'minutes': '20'},{'minutes': '10'},{'minutes': '30'},"['salted butter, at room temperature', 'packed light or dark brown sugar', 'granulated sugar', 'pumpkin butter', 'large egg', 'vanilla extract', 'all-purpose flour', 'baking soda', 'baking powder', 'ground cinnamon', 'kosher salt', 'white chocolate chips', 'granulated sugar', 'ground cinnamon', 'ground ginger', 'ground cardamom', 'freshly grated nutmeg', 'all-spice', 'black pepper']","{'salted butter, at room temperature': '1', 'packed light or dark brown sugar': '1/2', 'granulated sugar': '1/3', 'pumpkin butter': '1/3', 'large egg': '1', 'vanilla extract': '2', 'all-purpose flour': '1 3/4', 'baking soda': '1/4', 'baking powder': '1/4', 'ground cinnamon': '2', 'kosher salt': '1/2', 'white chocolate chips': '1/2', 'ground ginger': '1', 'ground cardamom': '1/2', 'freshly grated nutmeg': '1/4', 'all-spice': '1/4', 'black pepper': '1'}","['1. Preheat the oven to 350° F. Line a baking sheet with parchment paper.', '2. In a large mixing bowl, beat together the butter, brown sugar, and granulated sugar until combined. Add the pumpkin butter, egg, and vanilla and beat until combined. Add the flour, baking soda, baking powder, cinnamon, and salt. Fold in the white chocolate.', '3. To make the chai spice sugar, combine all ingredients in a shallow bowl.', '4. Roll the dough into rounded 1 tablespoon size balls and then roll through the chai sugar. Place 2 inches apart on the prepared baking sheet. Using the palm of your hand, gently flatten the dough balls down a little.', '5. Bake for 8 minutes. Remove the pan from the oven and tap the baking sheet on the counter 2 times to flatten them down. Return to the oven and bake another 2-3 minutes or until the cookies are just beginning to set on the edges, but still doughy in the center. Let the cookies cool on the baking sheet. They will continue to cook slightly as they sit on the baking sheet.\xa0Eat warm or let cool and then store in an airtight container for up to 4 days.']",166 kcal,18,https://www.halfbakedharvest.com/wp-content/uploads/2021/11/White-Chocolate-Chai-Pumpkin-Snickerdoodles-1.jpg,dessert
Double Chocolate Mocha Pudding Pie,{'minutes': '30'},{'minutes': '10'},"{'hours': '4', 'minutes': '40'}","['chocolate wafer cookies', 'toasted hazelnuts', 'salted butter, melted', 'cornstarch', 'cocoa powder', 'instant espresso', 'canned coconut milk', 'granulated sugar', '70-90% dark chocolate, chopped', 'vanilla extract', 'salted butter', 'heavy cream', 'powdered sugar', 'Kahlúa', 'heavy cream', 'powdered sugar', 'vanilla extract']","{'chocolate wafer cookies': '1', 'toasted hazelnuts': '1/2', 'salted butter, melted': '8', 'cornstarch': '1/3', 'cocoa powder': '1/4', 'instant espresso': '1', 'canned coconut milk': '3 1/2', 'granulated sugar': '1/2', '70-90% dark chocolate, chopped': '8', 'vanilla extract': '1', 'salted butter': '2', 'heavy cream': '1', 'powdered sugar': '1', 'Kahlúa': '1'}","['1. In a food processor, pulse the cookies and nuts into fine crumbs. Add the butter and pulse until the mixture holds together when pinched. Press into the bottom of a 9-inch pie plate. Chill.', '2. To make the pudding. In bowl, whisk together the cornstarch, 1/4 cup cocoa powder, and the espresso powder. Stir in 1 cup milk.', '3. In a medium pot, combine the remaining 2 1/2 cups milk and the sugar over medium heat. Gently boil until the sugar dissolves, then add the chocolate milk mix. Cook, stirring continuously, until the mixture thickens and is pudding-like, 5-8 minutes. Remove from the heat and whisk in the chopped chocolate, then the vanilla and butter.', '4. Pour the pudding into the prepared crust.', '5. Using an electric mixer, whip the cream, cocoa powder, powdered sugar, and Kahlúa until soft peaks form. Spread the chocolate cream over the pudding. Cover the pie and chill 4 hours or up to 5 days.', '6. When ready to serve, make the vanilla cream. Whip the cream, powdered sugar, and vanilla together until soft peaks form. Spread the cream over the pie. If desired, top with chocolate curls. Slice and enjoy!']",666 kcal,10,https://www.halfbakedharvest.com/wp-content/uploads/2021/11/Double-Chocolate-Mocha-Pudding-Pie-1.jpg,dessert
Cream Cheese Swirled Cinnamon Pumpkin Butter Bread,{'minutes': '15'},{'minutes': '45'},{'hours': '1'},"['pumpkin butter', 'canned pumpkin puree', 'melted coconut oil', 'maple syrup', 'large eggs', 'vanilla extract', 'all-purpose flour', 'baking powder', 'baking soda', 'pumpkin pie spice', 'kosher salt', 'cream cheese, melted', 'cinnamon sugar', 'salted butter, at room temperature', 'honey']","{'pumpkin butter': '1', 'canned pumpkin puree': '1', 'melted coconut oil': '3/4', 'maple syrup': '1/2', 'large eggs': '3', 'vanilla extract': '1', 'all-purpose flour': '3', 'baking powder': '2', 'baking soda': '1/2', 'pumpkin pie spice': '2', 'kosher salt': '1/2', 'cream cheese, melted': '8', 'cinnamon sugar': '1/2', 'salted butter, at room temperature': '4', 'honey': '2'}","['1. Preheat the oven to 350° F. Butter 2 (9×5 inch) bread pans.', '2. In a large mixing bowl, stir together the pumpkin butter, pumpkin, coconut oil, maple syrup, eggs, and vanilla until combined. Add the flour, baking powder, baking soda, pumpkin pie spice, and salt, mix until just combined. Divide half the batter evenly between the prepared bread pans.', ""3. Spoon teaspoon size amounts of the cream cheese over the batter, using 4 ounces of cream cheese per bread pan. Gently swirl the cream cheese using a sharp paring knife. Sprinkle 2-4 tablespoon of cinnamon sugar over each pan, then evenly spoon the remaining batter over each bread pan, it's OK if all the cream cheese is not covered. Sprinkle 2-4 tablespoons cinnamon sugar over each pan."", '4. Bake for 40-45 minutes, or until the center is just set.', '5. Meanwhile, make the honey butter. In a small bowl, combine the butter, honey, and a pinch of salt.', '6. Remove the bread and let cool, or enjoy warm with extra honey butter.']",311 kcal,16,https://www.halfbakedharvest.com/wp-content/uploads/2021/10/Cream-Cheese-Swirled-Cinnamon-Pumpkin-Butter-Bread-1.jpg,dessert
Chai Latte Cupcakes with Caramel Brulée Frosting,{'minutes': '45'},{'minutes': '25'},"{'hours': '1', 'minutes': '10'}","['ground cinnamon', 'ground ginger', 'ground cardamom', 'freshly grated nutmeg', 'all-spice', 'ground cloves', 'ground black pepper', 'milk', 'chai tea', 'salted butter, at room temperature', 'granulated sugar', 'vanilla extract', 'large eggs, at room temperature', 'sour cream or Greek yogurt', 'all purpose flour', 'baking powder', 'baking soda', 'kosher salt', 'salted butter, at room temperature', 'packed dark brown sugar', 'heavy cream', 'powdered sugar', 'vanilla extract']","{'ground cinnamon': '4', 'ground ginger': '2', 'ground cardamom': '1', 'freshly grated nutmeg': '1/2', 'all-spice': '1/2', 'ground cloves': '1/2', 'ground black pepper': '1/8', 'milk': '1', 'chai tea': '2', 'salted butter, at room temperature': '2', 'granulated sugar': '1 1/4', 'vanilla extract': '1', 'large eggs, at room temperature': '3', 'sour cream or Greek yogurt': '1/2', 'all purpose flour': '2 1/2', 'baking powder': '1 1/2', 'baking soda': '1/4', 'kosher salt': '1/2', 'packed dark brown sugar': '1', 'heavy cream': '1/2', 'powdered sugar': '2-3'}","['1. To make the chai spice. In a shallow bowl, combine the cinnamon, ginger, cardamom, nutmeg, all-spice, cloves, and pepper.\xa0Reserve the chai spice blend for the cupcake batter and frosting.', '2. To make the cupcakes. Preheat oven to 350° F. Line 24 cupcake molds with paper liners.', '3. Bring the milk to a boil in a small pot. Remove from the heat and add the tea bags, cover, and steep 10 minutes.', '4. In a large mixing bowl, beat together the butter and sugar until light and fluffy. Add the vanilla and sour cream, beating until smooth. Beat in the eggs, one at a time, until combined. Add the flour, baking powder, baking soda, salt, and 3 teaspoons of the chai spice mix. Stream in the chai milk, beating until just combined.', '5. Divide the batter evenly among the prepared pans. Transfer to the oven and bake 22-25 minutes, until the tops are just set, and no longer wiggly in the center. Remove and let cool.', '6. To make the frosting. Melt together 1 stick butter, brown sugar, and cream in a medium saucepan. Bring to a boil and cook 2 minutes, or until the sugar has dissolved. Add a pinch of salt. Remove from the heat and add to the bowl of a stand mixer. Place the bowl in the freezer (or fridge for longer) for 15 minutes or until cool to touch.', '6. Grab the cooled butter mixture from the freezer and add the remaining 1 stick butter, vanilla, powdered sugar, and 1-2 teaspoons chai spice to the bowl. Beat together until well combined, adding more sugar as needed.', '7. Frost each cupcake and sprinkle with Caramel Brûlée (recipe in notes). Add cinnamon sticks, if desired.']",274 kcal,24,https://www.halfbakedharvest.com/wp-content/uploads/2021/09/Chai-Latte-Cupcakes-with-Caramel-Brûlée-Frosting-1.jpg,dessert
5 Minute Chocolate Chunk Banana Bread Mug Cake,{'minutes': '3'},{'minutes': '2'},{'minutes': '5'},"['medium overly ripe banana, mashed', 'melted coconut oil', 'honey or maple', 'large egg', 'vanilla extract', 'whole wheat pastry flour, or all-purpose flour', 'baking soda', 'ground cinnamon', 'kosher salt', 'semi-sweet or dark chocolate chunks']","{'medium overly ripe banana, mashed': '1', 'melted coconut oil': '1', 'honey or maple': '1', 'large egg': '1', 'vanilla extract': '1', 'whole wheat pastry flour, or all-purpose flour': '1/4', 'baking soda': '1/2', 'ground cinnamon': '1/4', 'kosher salt': '1/4', 'semi-sweet or dark chocolate chunks': '1/4'}","['1. In a bowl, stir together the mashed bananas, coconut oil, honey, egg, and vanilla until combined. Add the flour, baking soda, cinnamon, and salt, mix until just combined. Fold in the chocolate chunks.', '2. Pour the batter into a (10-12 ounce) microwave-safe mug. Microwave on full power for 1 minute and 35 seconds to 2 minutes (I always do 1 minute 35 seconds, but it\'s better to under ""bake""). Eat warm with a smear of butter and a drizzle of honey (you should do this!). Enjoy!']",788 kcal,1,https://www.halfbakedharvest.com/wp-content/uploads/2021/01/5-Minute-Chocolate-Chunk-Banana-Bread-Mug-Cake-1-700x1050.jpg,dessert
Chai Gingerbread Cookies,{'minutes': '30'},{'minutes': '15'},"{'hours': '1', 'minutes': '30'}","['ground cinnamon', 'ground ginger', 'ground cardamom', 'freshly grated nutmeg', 'all-spice', 'ground cloves', 'granulated sugar', 'Land O Lakes® Unsalted Butter, at room temperature', 'packed light or dark brown sugar', 'molasses', 'vanilla extract', 'egg at room temperature', 'all-purpose flour, plus an additional 2-4 tablespoons, if needed', 'baking soda', 'ground ginger', 'ground cinnamon', 'kosher salt', 'Land O Lakes® Unsalted Butter, melted', 'powdered sugar', 'instant espresso powder', 'vanilla extract', 'Land O Lakes® Heavy Whipping Cream', 'assorted sprinkles, for decorating']","{'ground cinnamon': '1', 'ground ginger': '1', 'ground cardamom': '1/2', 'freshly grated nutmeg': '1/4', 'all-spice': '1/4', 'ground cloves': '1/4', 'granulated sugar': '1/3', 'Land O Lakes® Unsalted Butter, at room temperature': '1 1/2', 'packed light or dark brown sugar': '1/2', 'molasses': '1/3', 'vanilla extract': '1', 'egg at room temperature': '1', 'all-purpose flour, plus an additional 2-4 tablespoons, if needed': '2 3/4', 'baking soda': '1', 'kosher salt': '1/2', 'Land O Lakes® Unsalted Butter, melted': '1', 'powdered sugar': '3', 'instant espresso powder': '1-2', 'Land O Lakes® Heavy Whipping Cream': '1/4', 'assorted sprinkles, for decorating': 'seasoning'}","['1. To make the chai spice. In a shallow bowl, combine the cinnamon, ginger, cardamom, nutmeg, all-spice, cloves, and sugar in a glass jar or bowl.\xa0Set aside for sprinkling over the cookies.', '2. To make the cookies. In a large mixing bowl, cream together the butter and brown sugar. Add the molasses and vanilla, beat until light and fluffy, about 1 minute. Add the egg and mix until combined. Add the flour, baking soda, cinnamon, ginger, and salt, beat until combined and the dough forms a ball. If the dough feels too wet to roll out, add 2-4 tablespoons of additional flour.', ""3. Divide the dough in half. Roll out the dough on a floured piece of parchment to 1/4 inch thickness. Make sure you're using enough flour or your dough will stick. Cut out the cookies using gingerbread cookie cutters. Carefully transfer the cookies to a parchment-lined baking sheet. I recommend using a floured spatula to lift the cookies. Sprinkle each cookie with the chai sugar. Cover the baking sheet and place in the freezer. Freeze until firm, about 20-30 minutes. Roll out the leftover scraps, and repeat with the remaining dough."", '4. Preheat oven to 350° F. Bake the cookies on the middle rack of the oven for 8-10 minutes. Cool on the baking sheet 5 minutes, then transfer to a wire cooling rack to cool completely.', '5. Meanwhile, make the frosting. In a medium bowl, whisk together the butter, powdered sugar, espresso (if using), vanilla, and cream until smooth and drizzly. If needed, thin the glaze by adding additional cream, 1 tablespoon at a time, until drizzly.', '6. Decorate each cookie as desired with frosting and sprinkles. Enjoy!']",294 kcal,22,https://www.halfbakedharvest.com/wp-content/uploads/2020/12/Chai-Gingerbread-Cookies-1-700x1050.jpg,dessert
Chocolate Covered Brown Butter Millionaire's Bars,{'minutes': '30'},{'minutes': '20'},{'hours': '2'},"['salted butter, at room temperature', 'vanilla extract', 'dark brown sugar', 'all-purpose flour', 'sweetened condensed milk', 'salted butter', 'real maple syrup', 'vanilla extract', 'semi-sweet or milk chocolate, chopped', 'coconut oil', 'flaky sea salt']","{'salted butter, at room temperature': '2', 'vanilla extract': '1', 'dark brown sugar': '1/3', 'all-purpose flour': '2', 'sweetened condensed milk': '2', 'salted butter': '1', 'real maple syrup': '1/4', 'semi-sweet or milk chocolate, chopped': '24', 'coconut oil': '2', 'flaky sea salt': 'seasoning'}","['1. Add 1 stick butter to a small saucepan set over medium heat, cooking until the butter begins to brown, about 3-4 minutes. Remove from the heat and transfer to a heatproof bowl. Stick in the freezer to chill, 10-15 minutes, but no longer.', '2. Preheat the oven to 350° F. Line a 9x13 inch baking dish with parchment paper.', '3. In a large mixing bowl, beat together the remaining stick of butter, the cooled browned butter, brown sugar, and vanilla until creamy. Add the flour and mix until fully combined. Press the dough into the prepared baking dish. Bake 20-22 minutes, until lightly golden and toasted. Remove from the oven and let cool.', '4. To make the caramel. In a medium pot, combine the sweetened condensed milk, butter, and maple. Bring to a boil over medium heat, whisking consistently. Cook the mixture until it turns golden brown in color and has thickened, about 15-20 minutes. Make sure to stir often to avoid burning the milk. Little brown bits are OK. Remove from the heat and whisk in the vanilla. Immediately pour the caramel over the shortbread and spread in an even layer. Transfer to the fridge to chill, at least 1 hour or 30 minutes in the freezer.', '5. Melt the chocolate and coconut oil together in the microwave until melted and smooth.', '6. Cut the bars into 24 rectangle bars or 48 square bars. Freeze another 10 minutes to make dipping easier, then cover/dip each bar in chocolate. Return to the freezer to let the chocolate set up, about 10 minutes. Keep stored in a cool dry place or in the fridge for up to 2 weeks.']",213 kcal,48,https://www.halfbakedharvest.com/wp-content/uploads/2020/12/Chocolate-Covered-Brown-Butter-Millionaires-Bars-1-700x1050.jpg,dessert
Chocolate Bourbon Pecan Pie Cupcakes with Butter Pecan Frosting.,{'hours': '1'},{'minutes': '30'},"{'hours': '2', 'minutes': '30'}","['raw pecans', 'bourbon', 'vanilla extract', 'packed light or dark brown sugar', 'ground cinnamon', 'large egg yolks', 'cornstarch', 'real maple syrup', 'melted coconut oil', 'bourbon', 'strong black coffee or water', 'large eggs, at room temperature', 'plain greek yogurt, at room temperature', 'granulated sugar', 'all-purpose flour', 'unsweetened cocoa powder', 'baking soda', 'kosher salt', 'salted butter, at room temperature', 'heavy cream', 'packed brown sugar', 'vanilla extract', 'powdered sugar']","{'raw pecans': '3', 'bourbon': '1/2', 'vanilla extract': '1', 'packed light or dark brown sugar': '1/2', 'ground cinnamon': '1/2', 'large egg yolks': '4', 'cornstarch': '1/4', 'real maple syrup': '3/4', 'melted coconut oil': '1', 'strong black coffee or water': '1/2', 'large eggs, at room temperature': '2', 'plain greek yogurt, at room temperature': '2/3', 'granulated sugar': '1', 'all-purpose flour': '2', 'unsweetened cocoa powder': '3/4', 'baking soda': '1 1/2', 'kosher salt': '3/4', 'salted butter, at room temperature': '2', 'heavy cream': '1/2', 'packed brown sugar': '1', 'powdered sugar': '3'}","['1. To make the pecan pie filling. Preheat oven to 350° F. Line a baking sheet with parchment paper. On the baking sheet, combine the pecans, 2 tablespoons bourbon, 1 teaspoon vanilla, 2 tablespoons brown sugar, and the cinnamon. Bake 8-10 minutes, until toasted. Sprinkle with sea salt. Roughly chop the pecans, reserving 22 whole pecans for topping.', '2. In a large pot, whisk together the egg yolks, cornstarch and 1 tablespoon water until fully combined. Add 1/2 cup brown sugar, the maple syrup, and a pinch of salt. Set the pot over medium-high heat and bring the mixture to a boil. Cook, stirring continuously, until the mixture thickens, about 5-8 minutes.\xa0Remove from the heat. Strain through a fine mesh sieve into a heat proof bowl. Stir in about 1 cup of the chopped pecans and 2 teaspoons vanilla. Transfer to a\xa0bowl, cover, and chill in the fridge until set, about 1 hour.', '3. Meanwhile, make the cupcakes. Preheat oven to 350° F. Line 20-22 cupcake molds with paper liners.', '4. In the bowl of a stand mixer (or use a hand-held mixer) beat together the coconut oil, bourbon, coffee/water, eggs, yogurt, and sugar until combined. Add the flour, cocoa powder, baking soda, and salt. Mix until smooth and no lumps remain in the batter.', '4. Divide the batter evenly among the prepared pan. Transfer to the oven and bake 18-22 minutes, until the tops are just set, and no longer wiggly in the center. Remove and let cool.', '5. To make the frosting, melt together 4 tablespoons butter, the cream, and brown sugar in a medium saucepan. Bring to a boil and cook for one minute or until the sugar has dissolved. Remove from the heat and add to the bowl of a stand mixer. Place the bowl in the freezer (or fridge for longer) for 15-20 minutes or until cool to touch.', '6. Grab the cooled butter mixture from the freezer and add the remaining 12 tablespoons of butter, 1 tablespoon vanilla, and the powdered sugar to the bowl. Beat together until well combined.\xa0Stir in 1/2-1 cup of the finely chopped toasted pecans.', '7. Using a paring knife, cut a cone-shaped piece from the center of each cupcake. Fill the hole with the cooled pecan pie filling. Frost each cupcake and sprinkle with the remaining pecans. Top each with the reserved whole pecans.']",487 kcal,20,https://www.halfbakedharvest.com/wp-content/uploads/2020/11/Chocolate-Bourbon-Pecan-Pie-Cupcakes-with-Butter-Pecan-Frosting-1-700x1050.jpg,dessert
